"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 22 07:29:22 UTC 2023","Tue Aug 22 07:29:24 UTC 2023","1835","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.user.deleteuser.DeleteUserTest","com.lifefitness.qa.api.core.controllers.user.deleteuser.DeleteUserTest","checkThatUserCanNotBeDeletedWithEmailEmptyStringTest","Check what user can not be deleted as per CCPA requirements with email empty string",""
"passed","Tue Aug 22 07:28:54 UTC 2023","Tue Aug 22 07:28:54 UTC 2023","405","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.facility.putfacility.PutFacilityTest","com.lifefitness.qa.api.core.controllers.facility.putfacility.PutFacilityTest","checkThatWhenTimeFieldsAreNullErrorIsShown","Check that when time fields are null error is thrown",""
"passed","Tue Aug 22 07:30:33 UTC 2023","Tue Aug 22 07:30:34 UTC 2023","584","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.user.postfacility.PostFacilityTest","com.lifefitness.qa.api.core.controllers.user.postfacility.PostFacilityTest","checkThatOpenTimeIsOptional","Check that open time is optional",""
"passed","Tue Aug 22 07:30:31 UTC 2023","Tue Aug 22 07:30:31 UTC 2023","146","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.user.postfacility.PostFacilityTest","com.lifefitness.qa.api.core.controllers.user.postfacility.PostFacilityTest","checkStateWithMoreThanFortyChars","Check state with more than 40 chars",""
"passed","Tue Aug 22 07:29:01 UTC 2023","Tue Aug 22 07:29:01 UTC 2023","368","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.facility.putfacility.PutFacilityTest","com.lifefitness.qa.api.core.controllers.facility.putfacility.PutFacilityTest","checkUpdatingFacilityWithCityAsEightyFiveChars","Check updating facility with city as 85 chars",""
"passed","Tue Aug 22 07:35:44 UTC 2023","Tue Aug 22 07:35:44 UTC 2023","146","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.user.putsupplementarypermissionsbyuserid.PutSupplementaryPermissionsByIdTest","com.lifefitness.qa.api.core.controllers.user.putsupplementarypermissionsbyuserid.PutSupplementaryPermissionsByIdTest","checkThatSupplementaryPermissionsCantBeUpdatedWithUserIdAsEmptyString","Check that supplementary permissions can't be updated with userId as empty string",""
"passed","Tue Aug 22 07:29:30 UTC 2023","Tue Aug 22 07:29:34 UTC 2023","4224","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.user.deleteuserfromfacility.DeleteUserFromFacilityTest","com.lifefitness.qa.api.core.controllers.user.deleteuserfromfacility.DeleteUserFromFacilityTest","checkThatUserCanBeDeDeletedFromExistingFacilityWithMultiDomainEmailTest","Check what user can be deleted from existing facility with multi domain email",""
"passed","Tue Aug 22 07:30:34 UTC 2023","Tue Aug 22 07:30:34 UTC 2023","540","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.user.postfacility.PostFacilityTest","com.lifefitness.qa.api.core.controllers.user.postfacility.PostFacilityTest","checkThatPlaceIdCantBeCreatedWithExistingPlaceId","Check that facility can't be created with existing placeId",""
"passed","Tue Aug 22 07:29:25 UTC 2023","Tue Aug 22 07:29:27 UTC 2023","1730","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.user.deleteuserfromfacility.DeleteUserFromFacilityTest","com.lifefitness.qa.api.core.controllers.user.deleteuserfromfacility.DeleteUserFromFacilityTest","checkThatEmailFieldDoesNotAllowEmptyString","Check that email field does not allow empty string",""
"failed","Tue Aug 22 07:37:20 UTC 2023","Tue Aug 22 07:40:17 UTC 2023","176772","LifeFitness Backend Auto Tests","LifeFitness Backend Auto Tests","com.lifefitness.qa.api.core.controllers.user.putusersprofile.PutUsersProfileTest","com.lifefitness.qa.api.core.controllers.user.putusersprofile.PutUsersProfileTest","checkThatPreferredUnitFieldIsOptional","Check that preferredUnit field is optional",""
